sample,tempo para fechamento,number,creator user cargo,creator user seguidores,creator user tempo no GitHub,closed user cargo,closed user seguidores,closed user tempo no GitHub,closed_count,open_count,framework,relative_open_count,relative_closed_count
Azure-Samples/Cognitive-Services-LUIS-Programmatic-Console,,1.0,,5.0,1863.0,,,,0.0,1.0,Azure,100.0,0.0
Azure-Samples/Cognitive-Services-Speech-Devices-SDK,145.4,19.555555555555557,,6.666666666666667,1507.4444444444443,,1.8,979.8,5.0,4.0,Azure,44.44444444444444,55.55555555555556
Azure-Samples/Cognitive-Services-Vision-Solution-Templates,1.5,31.25,,4.0,432.25,,11.5,1552.0,4.0,0.0,Azure,0.0,100.0
Azure-Samples/Cognitive-Services-Voice-Assistant,29.0,284.02734375,,1.7734375,1038.1875,,1.21256038647343,914.3671497584542,207.0,49.0,Azure,19.140625,80.859375
Azure-Samples/Cognitive-Speech-STT-Android,70.13207547169812,44.96341463414634,,69.03658536585365,1076.8902439024391,,10.716981132075471,807.7169811320755,53.0,29.0,Azure,35.36585365853659,64.63414634146342
Azure-Samples/Cognitive-Speech-STT-ServiceLibrary,42.6,9.823529411764707,,261.7647058823529,1031.5882352941176,,11.9,960.7,10.0,7.0,Azure,41.17647058823529,58.82352941176471
Azure-Samples/Cognitive-Speech-STT-Windows,54.146341463414636,32.59615384615385,,26.365384615384617,1155.9615384615386,,12.707317073170731,657.2926829268292,41.0,11.0,Azure,21.153846153846153,78.84615384615384
Azure-Samples/Cognitive-Speech-STT-iOS,97.74193548387096,25.25,,20.5,1288.0681818181818,,18.64516129032258,770.6129032258065,31.0,13.0,Azure,29.545454545454547,70.45454545454545
Azure-Samples/Cognitive-Speech-TTS,115.525,95.80459770114942,,68.33333333333333,1137.8275862068965,,33.936708860759495,1332.8987341772151,80.0,7.0,Azure,8.045977011494253,91.95402298850574
Azure-Samples/ContosoInsurance,4.666666666666667,4.4,,146.8,2176.4,,124.0,2125.6666666666665,3.0,2.0,Azure,40.0,60.0
Azure-Samples/CosmosDB-Flask-Mongo-Sample,,2.5,,7.5,1163.0,,,,0.0,2.0,Azure,100.0,0.0
Azure-Samples/Cost-Management-Samples,,3.0,,7.5,1760.5,,,,0.0,2.0,Azure,100.0,0.0
Azure-Samples/Custom-Vision-ONNX-UWP,49.5,1.5,,43.5,1282.0,,33.5,1855.5,2.0,0.0,Azure,0.0,100.0
Azure-Samples/Custom-vision-service-iot-edge-raspberry-pi,47.37777777777778,36.02127659574468,,4.276595744680851,1092.2553191489362,,15.933333333333334,728.7555555555556,45.0,2.0,Azure,4.25531914893617,95.74468085106383
Azure-Samples/DTDL-Validator,,3.0,,16.8,1934.4,,,,0.0,5.0,Azure,100.0,0.0
Azure-Samples/DataPrep.Net,,1.5,,21.5,1705.0,,,,0.0,2.0,Azure,100.0,0.0
Azure-Samples/DoubleKeyEncryptionService,,25.0,,6.8,2563.8,,,,0.0,5.0,Azure,100.0,0.0
Azure-Samples/DynamicsConnector,51.0,1.0,,0.0,1859.0,,1.0,1380.0,1.0,0.0,Azure,0.0,100.0
Azure-Samples/ESP-Samples,29.333333333333332,8.25,,19.75,1564.25,,11.333333333333334,2435.0,3.0,5.0,Azure,62.5,37.5
Azure-Samples/Governance,,5.0,,0.0,132.0,,,,0.0,1.0,Azure,100.0,0.0
Azure-Samples/HWC-Cluster-Creator-Tool,,2.0,,1.0,2238.0,,,,0.0,1.0,Azure,100.0,0.0
Azure-Samples/Hybrid-Compute-Java-Manage-VM-Certificate-Based-Auth,,3.0,,2.0,1180.0,,,,0.0,1.0,Azure,100.0,0.0
Azure-Samples/Hybrid-Compute-Python-Manage-VM,,2.0,,0.0,2237.0,,,,0.0,1.0,Azure,100.0,0.0
Azure-Samples/Hybrid-resources-java-manage-resource-group,0.0,2.0,,0.0,36.0,,0.0,36.0,1.0,0.0,Azure,0.0,100.0
Azure-Samples/IoTDemos,18.333333333333332,29.166666666666668,,2.0,672.1666666666666,,0.6666666666666666,1072.6666666666667,3.0,3.0,Azure,50.0,50.0
Azure-Samples/IoTEdgeAndMlSample,25.666666666666668,53.285714285714285,,2.4285714285714284,1709.7142857142858,,14.0,1567.6666666666667,3.0,4.0,Azure,57.14285714285714,42.857142857142854
Azure-Samples/IoTMQTTSample,11.0,3.6,,7.4,2155.8,,8.0,1575.0,1.0,4.0,Azure,80.0,20.0
Azure-Samples/Iot-Telemetry-Simulator,26.25,10.25,,42.5,2257.0,,17.25,3292.0,4.0,0.0,Azure,0.0,100.0
Azure-Samples/KeyVault-Rotation-SQLPassword-Csharp,,2.5,,4.0,2410.5,,,,0.0,2.0,Azure,100.0,0.0
Azure-Samples/LUIS-DevOps-Template,5.853658536585366,39.375,,92.39583333333333,2875.7083333333335,,79.97560975609755,2376.1463414634145,41.0,7.0,Azure,14.583333333333334,85.41666666666666
Azure-Samples/LiveMaps,76.0,5.0,,0.5,1763.5,,1.0,1542.0,1.0,1.0,Azure,50.0,50.0
Azure-Samples/MLOpsDatabricks,14.333333333333334,23.0,,7.285714285714286,2014.7142857142858,,50.333333333333336,2101.0,3.0,4.0,Azure,57.14285714285714,42.857142857142854
Azure-Samples/Machine-Learning-Operationalization,294.0,19.90909090909091,,15.818181818181818,1423.1818181818182,,14.5,1027.0,2.0,9.0,Azure,81.81818181818183,18.181818181818183
Azure-Samples/MachineLearning-MusicGeneration,,3.5,,8.5,1339.5,,,,0.0,2.0,Azure,100.0,0.0
Azure-Samples/MachineLearningSamples-BikeShare,,1.0,,32.0,2043.0,,,,0.0,1.0,Azure,100.0,0.0
Azure-Samples/MachineLearningSamples-BiomedicalEntityExtraction,,16.5,,1.5,1204.5,,,,0.0,2.0,Azure,100.0,0.0
Azure-Samples/MachineLearningSamples-ChurnPrediction,,14.5,,66.5,1706.0,,,,0.0,2.0,Azure,100.0,0.0
Azure-Samples/MachineLearningSamples-DeepLearningforPredictiveMaintenance,10.0,3.5,,10.0,843.5,,39.0,2314.5,2.0,0.0,Azure,0.0,100.0
Azure-Samples/MachineLearningSamples-DistributedHyperParameterTuning,7.0,6.0,,15.0,1123.0,,15.0,1130.0,1.0,0.0,Azure,0.0,100.0
Azure-Samples/MachineLearningSamples-DocumentCollectionAnalysis,43.0,5.5,,22.5,1544.0,,26.0,1248.5,2.0,0.0,Azure,0.0,100.0
Azure-Samples/MachineLearningSamples-EnergyDemandTimeSeriesForecasting,22.0,7.0,,6.0,2818.0,,15.0,602.0,1.0,0.0,Azure,0.0,100.0
Azure-Samples/MachineLearningSamples-ImageClassificationUsingCntk,0.0,2.5,,55.0,1012.0,,110.0,1361.0,1.0,1.0,Azure,50.0,50.0
Azure-Samples/MachineLearningSamples-Iris,0.0,3.5,,7.0,854.0,,30.0,1531.0,1.0,1.0,Azure,50.0,50.0
Azure-Samples/MachineLearningSamples-PredictiveMaintenance,4.333333333333333,29.5,,3.75,1208.5,,39.0,2174.0,3.0,1.0,Azure,25.0,75.0
Azure-Samples/MachineLearningSamples-SentimentAnalysis,0.0,11.8,,2.2,1506.8,,56.0,1263.0,2.0,3.0,Azure,60.0,40.0
Azure-Samples/MachineLearningSamples-TDSPUCIAdultIncome,51.0,11.666666666666666,,35.333333333333336,1676.0,,16.0,956.5,2.0,1.0,Azure,33.33333333333333,66.66666666666666
Azure-Samples/MachineLearningSamples-cntk,,5.0,,2271.5,2654.0,,,,0.0,2.0,Azure,100.0,0.0
Azure-Samples/MachineLearningSamples-mnist,,2.0,,2.0,746.0,,,,0.0,1.0,Azure,100.0,0.0
Azure-Samples/MachineLearningSamples-tf,,7.0,,0.0,1895.0,,,,0.0,1.0,Azure,100.0,0.0
Azure-Samples/MipSdk-Dotnet-File-ServicePrincipalAuth,1.5,3.5,,1.5,1479.5,,1.5,1481.0,2.0,0.0,Azure,0.0,100.0
Azure-Samples/Mongoose_CosmosDB,,3.5,,0.5,1522.0,,,,0.0,2.0,Azure,100.0,0.0
Azure-Samples/MyDriving,8.645569620253164,386.94871794871796,,339.1589743589744,686.0564102564102,,2084.5822784810125,928.2911392405064,158.0,37.0,Azure,18.974358974358974,81.02564102564102
Azure-Samples/NVIDIA-Deepstream-Azure-IoT-Edge-on-a-NVIDIA-Jetson-Nano,125.45454545454545,14.384615384615385,,6.615384615384615,1894.0,,16.90909090909091,1248.4545454545455,11.0,2.0,Azure,15.384615384615385,84.61538461538461
Azure-Samples/PartitionedRepository,42.666666666666664,3.25,,15.0,1840.25,,15.333333333333334,1701.6666666666667,3.0,1.0,Azure,25.0,75.0
Azure-Samples/RdfToDtdlConverter,13.0,1.5,,23.0,1968.5,,40.0,1946.5,2.0,0.0,Azure,0.0,100.0
Azure-Samples/Serverless-APIs,12.434782608695652,16.958333333333332,,19.958333333333332,1050.2083333333333,,21.695652173913043,1468.1739130434783,23.0,1.0,Azure,4.166666666666666,95.83333333333334
Azure-Samples/Serverless-Eventing-Platform-for-Microservices,92.4,6.333333333333333,,44.44444444444444,2144.4444444444443,,23.0,2078.4,5.0,4.0,Azure,44.44444444444444,55.55555555555556
Azure-Samples/Serverless-File-Validation,274.0,1.0,,1.0,1840.0,,50.0,1676.0,1.0,0.0,Azure,0.0,100.0
Azure-Samples/Serverless-microservices-reference-architecture,10.0,16.5,,6.0,2679.5,,47.0,2033.0,1.0,1.0,Azure,50.0,50.0
Azure-Samples/Speech-Service-Actions-Template,28.916666666666668,51.541666666666664,,16.375,1515.2916666666667,,17.75,1193.3333333333333,12.0,12.0,Azure,50.0,50.0
Azure-Samples/SpeechToText-REST,9.75,6.444444444444445,,4.444444444444445,592.2222222222222,,20.5,369.75,4.0,5.0,Azure,55.55555555555556,44.44444444444444
Azure-Samples/SpeechToText-WebSockets-Javascript,15.904761904761905,49.36923076923077,,59.4,1150.9846153846154,,10.428571428571429,1023.0238095238095,42.0,23.0,Azure,35.38461538461539,64.61538461538461
Azure-Samples/Synapse,23.4,57.27272727272727,,4.2727272727272725,1526.5454545454545,,7.6,1825.2,5.0,6.0,Azure,54.54545454545454,45.45454545454545
Azure-Samples/TestDeviceRegConnectivity,,1.5,,1.0,666.0,,,,0.0,2.0,Azure,100.0,0.0
Azure-Samples/aad-dotnet-browse-graph-and-manage-roles,,1.0,,5.0,1749.0,,,,0.0,1.0,Azure,100.0,0.0
Azure-Samples/aad-dotnet-manage-service-principals,0.0,2.0,,6.0,1868.6666666666667,,0.0,1085.0,1.0,2.0,Azure,66.66666666666666,33.33333333333333
Azure-Samples/aad-dotnet-manage-users-groups-and-roles,,2.0,,1.6666666666666667,1041.6666666666667,,,,0.0,3.0,Azure,100.0,0.0
Azure-Samples/aad-java-manage-users-groups-and-roles,,2.5,,2.5,1642.75,,,,0.0,4.0,Azure,100.0,0.0
Azure-Samples/academic-knowledge-analytics-visualization,40.0,2.5,,35.25,1639.25,,41.5,2824.0,2.0,2.0,Azure,50.0,50.0
Azure-Samples/aci-docs-sample-python,,5.0,,8.0,2280.0,,,,0.0,1.0,Azure,100.0,0.0
Azure-Samples/aci-event-driven-worker-queue,,10.0,,1.0,1283.0,,,,0.0,1.0,Azure,100.0,0.0
Azure-Samples/aci-extract-load-transform-sample,,5.0,,21.0,3126.0,,,,0.0,1.0,Azure,100.0,0.0
Azure-Samples/aci-logicapps-integration,611.0,7.4,,1.4,923.0,,18.0,1699.0,1.0,4.0,Azure,80.0,20.0
Azure-Samples/aci-vsts-pr-reviewer-logicapps-servicebus,,2.0,,6.0,553.0,,,,0.0,1.0,Azure,100.0,0.0
Azure-Samples/acr-build-helloworld-node,0.0,3.0,,3.0,1073.0,,18.0,1005.0,1.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-android,441.3125,11.6875,,13.3125,868.4375,,54.4375,1511.0,16.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-angularjs-singlepageapp,335.4186046511628,31.046511627906977,,122.0,920.6511627906976,,56.80952380952381,1028.452380952381,43.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-angularjs-singlepageapp-dotnet-webapi,977.25,16.0,,175.0,1155.7142857142858,,27.666666666666668,1546.6296296296296,28.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-aspnetcore-webapp-openidconnect-v2,41.836363636363636,271.8734693877551,,26.048979591836734,1714.4326530612245,,57.38636363636363,1647.1181818181817,220.0,25.0,Azure,10.204081632653061,89.79591836734694
Azure-Samples/active-directory-b2c-advanced-policies,43.733333333333334,39.283018867924525,,8.018867924528301,1304.245283018868,,14.6,1138.8666666666666,15.0,38.0,Azure,71.69811320754717,28.30188679245283
Azure-Samples/active-directory-b2c-android-native-appauth,2.0,5.888888888888889,,3.0,1351.7777777777778,,24.0,170.0,1.0,8.0,Azure,88.88888888888889,11.11111111111111
Azure-Samples/active-directory-b2c-android-native-msal,168.83333333333334,6.375,,5.5,827.0,,10.666666666666666,1142.0,6.0,2.0,Azure,25.0,75.0
Azure-Samples/active-directory-b2c-custom-policy-starterpack,32.5,56.94827586206897,,81.25862068965517,1770.7758620689656,,5.333333333333333,1607.6666666666667,12.0,46.0,Azure,79.3103448275862,20.689655172413794
Azure-Samples/active-directory-b2c-dotnet-desktop,231.8095238095238,39.04347826086956,,12.347826086956522,1713.0,,43.285714285714285,1372.5238095238096,21.0,2.0,Azure,8.695652173913043,91.30434782608695
Azure-Samples/active-directory-b2c-dotnet-uwp,280.25,9.2,,884.4,1844.0,,65.5,1699.5,4.0,1.0,Azure,20.0,80.0
Azure-Samples/active-directory-b2c-dotnet-webapp-and-webapi,331.4035087719298,45.149253731343286,,11.134328358208956,1394.044776119403,,31.50877192982456,1538.6140350877192,57.0,10.0,Azure,14.925373134328357,85.07462686567165
Azure-Samples/active-directory-b2c-dotnetcore-webapi,340.7368421052632,14.526315789473685,,473.3157894736842,1439.842105263158,,67.89473684210526,1530.5263157894738,19.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-b2c-dotnetcore-webapp,300.55555555555554,43.142857142857146,,169.3968253968254,1368.4603174603174,,59.76190476190476,1471.3809523809523,63.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-b2c-graph-trustframework-policy,37.0,5.75,,0.5,1527.0,,14.0,1044.0,2.0,2.0,Azure,50.0,50.0
Azure-Samples/active-directory-b2c-ios-native-appauth,701.0,6.5,,1.25,1059.1666666666667,,5.0,1600.0,1.0,11.0,Azure,91.66666666666666,8.333333333333332
Azure-Samples/active-directory-b2c-ios-swift-native-msal,152.075,32.25581395348837,,3.0232558139534884,1682.7674418604652,,15.225,1722.825,40.0,3.0,Azure,6.976744186046512,93.02325581395348
Azure-Samples/active-directory-b2c-javascript-angular-spa,11.0,20.0625,,3.0,2018.875,,9.25,1884.25,16.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-b2c-javascript-angular2.4-spa,367.11764705882354,15.470588235294118,,4.882352941176471,1059.7058823529412,,64.17647058823529,1462.4705882352941,17.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-b2c-javascript-hellojs-singlepageapp,248.05263157894737,13.526315789473685,,65.89473684210526,1446.6315789473683,,14.210526315789474,1578.2631578947369,19.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-b2c-javascript-msal-singlepageapp,259.33962264150944,37.22641509433962,,55.905660377358494,1373.7735849056603,,22.962264150943398,1565.7169811320755,53.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-b2c-javascript-nodejs-webapi,240.0,16.0,,90.88235294117646,1717.3529411764705,,102.17647058823529,1616.5294117647059,17.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-b2c-javascript-singlepageapp-nodejs-webapi,1069.0,4.0,,19.0,1101.0,,16.0,1715.0,1.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-b2c-node-sign-up-user-flow-captcha,0.0,1.5,,0.0,1284.0,,0.0,1284.0,2.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-b2c-php-webapp-openidconnect,331.9,6.7,,0.6,1149.7,,63.9,1406.8,10.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-b2c-python-flask-webapp,66.5,2.5,,32.0,2414.0,,110.0,1135.0,2.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-b2c-training-course,,3.5,,739.0,1548.0,,,,0.0,2.0,Azure,100.0,0.0
Azure-Samples/active-directory-b2c-xamarin-native,144.04651162790697,71.19791666666667,,8.40625,1391.6875,,35.395348837209305,1246.5348837209303,86.0,10.0,Azure,10.416666666666668,89.58333333333334
Azure-Samples/active-directory-cordova-graphapi,785.0,1.0,,2.0,1145.0,,110.0,996.0,1.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-cordova-multitarget,367.3333333333333,3.6666666666666665,,1472.6666666666667,2092.3333333333335,,56.0,1071.0,3.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-admin-restricted-scopes-v2,150.88888888888889,14.1,,1.4,1613.1,,52.888888888888886,1771.7777777777778,9.0,1.0,Azure,10.0,90.0
Azure-Samples/active-directory-dotnet-daemon,195.75862068965517,21.724137931034484,,16.06896551724138,1136.655172413793,,77.3103448275862,1375.5172413793102,29.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-daemon-certificate-credential,180.21621621621622,22.64864864864865,,29.83783783783784,727.7027027027027,,75.89189189189189,1021.5675675675676,37.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-demo-tdlr,1618.0,3.0,,87.0,1210.0,,91.2,1839.6,5.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-desktop-msgraph-v2,56.5,44.36363636363637,,25.363636363636363,1620.2727272727273,,89.8,2002.2,10.0,1.0,Azure,9.090909090909092,90.9090909090909
Azure-Samples/active-directory-dotnet-deviceprofile,455.0,4.25,,92.75,1649.75,,91.75,1671.0,4.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-external-identities-api-connector-azure-function-validate,49.4,5.5,,2.0,1819.6666666666667,,24.2,2143.6,5.0,1.0,Azure,16.666666666666664,83.33333333333334
Azure-Samples/active-directory-dotnet-graphapi-console,202.33333333333334,24.27906976744186,,113.65116279069767,776.6511627906976,,12.466666666666667,800.1333333333333,15.0,28.0,Azure,65.11627906976744,34.883720930232556
Azure-Samples/active-directory-dotnet-graphapi-diffquery,1111.6666666666667,2.0,,4.0,1129.0,,110.0,1017.0,3.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-graphapi-directoryextensions-web,1070.25,2.75,,133.25,507.25,,110.0,942.0,4.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-graphapi-web,252.76470588235293,34.0377358490566,,31.18867924528302,789.4716981132076,,57.88235294117647,727.5294117647059,17.0,36.0,Azure,67.9245283018868,32.075471698113205
Azure-Samples/active-directory-dotnet-iwa-v2,48.5,27.0,,0.5,1043.0,,70.5,1826.0,2.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-native-aspnetcore,360.7692307692308,12.23076923076923,,19.23076923076923,940.8461538461538,,85.46153846153847,1005.4615384615385,13.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-native-aspnetcore-v2,112.97727272727273,103.52830188679245,,103.94339622641509,1769.4716981132076,,80.90697674418605,1725.6511627906978,44.0,9.0,Azure,16.9811320754717,83.01886792452831
Azure-Samples/active-directory-dotnet-native-desktop,184.8095238095238,14.666666666666666,,7.333333333333333,797.5238095238095,,64.19047619047619,1208.7619047619048,21.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-native-headless,386.17857142857144,16.428571428571427,,165.89285714285714,1065.6785714285713,,80.5,1197.2857142857142,28.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-native-multitarget,434.0,13.818181818181818,,34.04545454545455,1102.409090909091,,76.5,1013.3181818181819,22.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-native-uwp-v2,109.625,15.4,,32.3,1597.7,,110.0,1305.75,8.0,2.0,Azure,20.0,80.0
Azure-Samples/active-directory-dotnet-native-uwp-wam,321.75,3.75,,34.75,1643.25,,87.0,1833.5,4.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-v1-to-v2,87.0,11.5,,110.0,1565.5,,110.0,1653.0,2.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-web-single-sign-out,,2.0,,0.0,139.0,,,,0.0,1.0,Azure,100.0,0.0
Azure-Samples/active-directory-dotnet-webapi-getting-started,1430.0,2.0,,497.0,1639.0,,110.0,2033.0,1.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapi-manual-jwt-validation,401.1363636363636,18.227272727272727,,20.272727272727273,1289.0454545454545,,51.95454545454545,1940.590909090909,22.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapi-multitenant-windows-store,882.4,5.0,,3.6,694.0,,88.0,1086.6,5.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapi-onbehalfof,147.1304347826087,15.73913043478261,,81.17391304347827,1182.7391304347825,,91.30434782608695,1104.8260869565217,23.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapi-onbehalfof-ca,80.33333333333333,6.0,,10.666666666666666,1135.0,,78.66666666666667,975.0,3.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapp-groupclaims,534.4772727272727,25.636363636363637,,55.65909090909091,739.4090909090909,,54.34090909090909,1671.9545454545455,44.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapp-multitenant-openidconnect,728.8571428571429,17.071428571428573,,165.92857142857142,870.9642857142857,,26.185185185185187,2504.4444444444443,28.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapp-openidconnect,348.2916666666667,29.208333333333332,,9.25,866.2916666666666,,67.08333333333333,1233.875,48.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapp-openidconnect-aspnetcore,296.77142857142854,23.37142857142857,,39.714285714285715,1388.142857142857,,102.0,1266.4571428571428,35.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapp-openidconnect-aspnetcore-v2,365.4,7.4,,54.2,1110.4,,95.8,1164.6,5.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapp-roleclaims,389.86486486486484,25.27027027027027,,17.864864864864863,1154.4324324324325,,54.270270270270274,1884.0,37.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapp-webapi-multitenant-openidconnect,826.4193548387096,19.387096774193548,,10.32258064516129,801.5806451612904,,27.419354838709676,2400.1290322580644,31.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapp-webapi-oauth2-appidentity,504.4375,10.6875,,38.9375,661.1875,,83.125,1136.3125,16.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapp-webapi-oauth2-useridentity,678.8333333333334,7.333333333333333,,4.666666666666667,1081.0,,31.333333333333332,1895.3333333333333,12.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapp-webapi-openidconnect,374.96,14.44,,9.88,793.52,,50.56,1089.88,25.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapp-webapi-openidconnect-aspnetcore,327.3225806451613,22.06451612903226,,7.709677419354839,1193.5806451612902,,77.96774193548387,1141.6129032258063,31.0,0.0,Azure,0.0,100.0
Azure-Samples/active-directory-dotnet-webapp-wsfederation,970.0,6.333333333333333,,6.111111111111111,1040.4444444444443,,48.0,2354.5,2.0,7.0,Azure,77.77777777777779,22.22222222222222
